Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,31,8:00,11.0,0,0.0173,246.54,15.06,0,0.0195,279.32,86.56,2,0.0174,290.06,46.86,1,0.0239,330.54
August,31,8:30,12.69,0,0.0122,281.8,20.64,0,0.0228,308.41,124.87,3,0.0229,302.06,64.22,1,0.0153,343.88
August,31,9:00,18.51,0,0.0088,268.93,50.32,1,0.019,300.65,163.03,3,0.0185,313.56,94.72,3,0.0282,332.28
August,31,9:30,22.85,0,0.011,295.24,62.08,1,0.0133,318.95,198.88,4,0.0188,309.16,110.73,2,0.0191,311.12
August,31,10:00,24.16,0,0.0088,279.73,77.61,1,0.0185,307.88,250.75,5,0.0208,309.76,129.77,4,0.0306,332.9
August,31,10:30,35.46,0,0.0088,269.87,88.66,2,0.0268,324.03,290.09,7,0.0226,320.89,159.32,10,0.0601,347.15
August,31,11:00,31.39,0,0.0114,291.3,94.79,2,0.023,320.18,308.09,6,0.0205,336.88,169.71,5,0.0276,333.91
August,31,11:30,32.37,0,0.0088,292.74,111.59,3,0.0265,313.36,347.73,10,0.0285,337.67,184.76,4,0.024,340.42
August,31,12:00,49.56,1,0.0125,285.65,125.85,3,0.023,315.06,375.49,7,0.0185,330.43,201.7,5,0.0229,332.78
August,31,12:30,60.81,1,0.0167,295.34,144.01,5,0.0345,318.82,376.48,9,0.025,328.8,203.76,4,0.0198,332.78
August,31,13:00,74.49,2,0.0246,301.06,160.8,4,0.0228,305.46,391.69,13,0.0332,350.15,201.48,5,0.0266,340.68
August,31,13:30,75.39,1,0.0129,282.69,164.35,4,0.0265,310.46,390.4,19,0.0476,345.48,219.95,6,0.0263,344.32
August,31,14:00,79.29,1,0.0128,294.88,181.81,4,0.023,319.84,395.42,11,0.0279,344.39,213.49,4,0.0208,343.03
August,31,14:30,82.94,2,0.0192,287.75,173.9,4,0.0212,321.68,389.43,8,0.0204,341.28,221.39,6,0.0264,333.75
August,31,15:00,78.0,1,0.0147,300.82,187.25,3,0.0155,318.44,399.15,7,0.0177,348.04,210.08,4,0.0186,346.31
August,31,15:30,82.84,2,0.0267,282.9,197.48,4,0.0192,315.41,381.38,7,0.0185,347.47,225.89,7,0.0316,337.77
August,31,16:00,82.4,1,0.0088,288.35,190.09,4,0.0194,315.71,373.94,8,0.0215,344.81,201.99,4,0.0197,352.93
August,31,16:30,76.85,1,0.0097,274.34,179.12,3,0.0194,309.8,369.61,10,0.0272,350.92,207.48,6,0.0283,345.49
August,31,17:00,65.36,1,0.0147,294.77,175.16,4,0.0218,319.59,342.82,7,0.0201,348.95,195.06,4,0.0185,350.91
August,31,17:30,63.45,1,0.0126,277.11,162.36,4,0.022,319.89,326.89,6,0.0175,337.94,188.12,3,0.0183,347.55
August,31,18:00,45.44,1,0.0112,302.14,152.83,3,0.0207,317.45,284.76,5,0.018,351.34,174.58,3,0.0198,340.77
August,31,18:30,38.1,1,0.0143,279.31,137.92,4,0.0276,317.35,264.8,5,0.0205,346.22,164.22,3,0.0189,342.98
August,31,19:00,32.62,0,0.0108,285.41,122.12,3,0.0262,299.02,247.7,5,0.0185,348.25,149.72,2,0.0162,338.26
August,31,19:30,30.25,0,0.014,263.97,113.94,2,0.0202,323.38,217.76,5,0.0213,347.79,149.83,3,0.0192,360.1
August,31,20:00,26.25,1,0.0249,284.97,95.35,2,0.0168,316.13,200.11,4,0.0206,342.97,131.83,4,0.0269,357.01
August,31,20:30,22.73,1,0.0247,292.67,86.17,1,0.0173,310.22,180.49,3,0.0171,335.91,117.82,2,0.0186,342.87
August,31,21:00,18.78,1,0.0344,281.63,76.09,1,0.0172,310.0,158.65,3,0.0162,332.61,93.66,3,0.0288,345.23
August,31,21:30,15.76,0,0.0139,311.86,68.22,2,0.0231,318.43,137.43,2,0.0176,327.7,84.91,1,0.0147,351.36
August,31,22:00,15.07,0,0.0,273.91,54.37,0,0.0,321.22,114.14,0,0.0,339.1,75.46,0,0.0,353.84
August,31,22:30,13.04,0,0.0,275.87,42.04,0,0.0,303.87,101.89,0,0.0,332.77,64.01,0,0.0,350.23
August,31,23:00,7.86,0,0.0,333.5,34.66,0,0.0,260.77,79.61,0,0.0,330.1,51.06,0,0.0,351.86
August,31,23:30,6.8,0,0.0,284.67,29.09,0,0.0,279.88,65.65,0,0.0,323.06,47.59,0,0.0,367.82
